04/16/2026 22:30:50 - INFO - __main__ -   ########## Repeat:0 ##########
04/16/2026 22:30:50 - INFO - utils.trainer -   ***** Running training *****
04/16/2026 22:30:50 - INFO - utils.trainer -     Num examples = 19
04/16/2026 22:30:50 - INFO - utils.trainer -     Num Epochs = 200
04/16/2026 22:30:50 - INFO - utils.trainer -     Total train batch size = 16
04/16/2026 22:30:50 - INFO - utils.trainer -     warmup steps = 400
04/16/2026 22:30:50 - INFO - utils.trainer -     Total optimization steps = 3800
04/16/2026 22:30:50 - INFO - utils.trainer -     Save steps = 200
04/16/2026 22:30:50 - INFO - root -   Parameters [normal] length [10]
04/16/2026 22:30:53 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:30:55 - INFO - utils.trainer -   AUC: 0.54718
04/16/2026 22:30:55 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:30:55 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:30:55 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:30:55 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:30:55 - INFO - utils.trainer -   Loss: 0.96250
04/16/2026 22:30:55 - INFO - utils.trainer -   Epoch: 1, Train loss: 2.19785, Test loss: 0.96250,Epoch time = 3.068s
04/16/2026 22:30:57 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:30:59 - INFO - utils.trainer -   AUC: 0.53646
04/16/2026 22:30:59 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:30:59 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:30:59 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:30:59 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:30:59 - INFO - utils.trainer -   Loss: 0.96251
04/16/2026 22:30:59 - INFO - utils.trainer -   Epoch: 2, Train loss: 1.93770, Test loss: 0.96251,Epoch time = 2.518s
04/16/2026 22:31:01 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:02 - INFO - utils.trainer -   AUC: 0.45932
04/16/2026 22:31:02 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:02 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:02 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:02 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:02 - INFO - utils.trainer -   Loss: 0.96250
04/16/2026 22:31:02 - INFO - utils.trainer -   Epoch: 3, Train loss: 1.83239, Test loss: 0.96250,Epoch time = 2.054s
04/16/2026 22:31:04 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:06 - INFO - utils.trainer -   AUC: 0.56272
04/16/2026 22:31:06 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:06 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:06 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:06 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:06 - INFO - utils.trainer -   Loss: 0.96250
04/16/2026 22:31:06 - INFO - utils.trainer -   Epoch: 4, Train loss: 1.84342, Test loss: 0.96250,Epoch time = 1.992s
04/16/2026 22:31:08 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:10 - INFO - utils.trainer -   AUC: 0.54658
04/16/2026 22:31:10 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:10 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:10 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:10 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:10 - INFO - utils.trainer -   Loss: 0.96250
04/16/2026 22:31:10 - INFO - utils.trainer -   Epoch: 5, Train loss: 1.80314, Test loss: 0.96250,Epoch time = 2.452s
04/16/2026 22:31:12 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:14 - INFO - utils.trainer -   AUC: 0.56710
04/16/2026 22:31:14 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:14 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:14 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:14 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:14 - INFO - utils.trainer -   Loss: 0.96250
04/16/2026 22:31:14 - INFO - utils.trainer -   Epoch: 6, Train loss: 1.94869, Test loss: 0.96250,Epoch time = 2.388s
04/16/2026 22:31:16 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:17 - INFO - utils.trainer -   AUC: 0.51446
04/16/2026 22:31:17 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:17 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:17 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:17 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:17 - INFO - utils.trainer -   Loss: 0.96250
04/16/2026 22:31:17 - INFO - utils.trainer -   Epoch: 7, Train loss: 2.03028, Test loss: 0.96250,Epoch time = 2.131s
04/16/2026 22:31:20 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:21 - INFO - utils.trainer -   AUC: 0.44692
04/16/2026 22:31:21 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:21 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:21 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:21 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:21 - INFO - utils.trainer -   Loss: 0.96250
04/16/2026 22:31:21 - INFO - utils.trainer -   Epoch: 8, Train loss: 1.95259, Test loss: 0.96250,Epoch time = 2.412s
04/16/2026 22:31:24 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:25 - INFO - utils.trainer -   AUC: 0.57065
04/16/2026 22:31:25 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:25 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:25 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:25 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:25 - INFO - utils.trainer -   Loss: 0.96249
04/16/2026 22:31:25 - INFO - utils.trainer -   Epoch: 9, Train loss: 1.93335, Test loss: 0.96249,Epoch time = 2.486s
04/16/2026 22:31:27 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:28 - INFO - utils.trainer -   AUC: 0.57131
04/16/2026 22:31:28 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:28 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:28 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:28 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:28 - INFO - utils.trainer -   Loss: 0.96249
04/16/2026 22:31:28 - INFO - utils.trainer -   Epoch: 10, Train loss: 2.27907, Test loss: 0.96249,Epoch time = 1.895s
04/16/2026 22:31:30 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:32 - INFO - utils.trainer -   AUC: 0.47187
04/16/2026 22:31:32 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:32 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:32 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:32 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:32 - INFO - utils.trainer -   Loss: 0.96249
04/16/2026 22:31:32 - INFO - utils.trainer -   Epoch: 11, Train loss: 2.13165, Test loss: 0.96249,Epoch time = 1.927s
04/16/2026 22:31:34 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:36 - INFO - utils.trainer -   AUC: 0.55296
04/16/2026 22:31:36 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:36 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:36 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:36 - INFO - utils.trainer -   F_score: 0.09744
04/16/2026 22:31:36 - INFO - utils.trainer -   Loss: 0.96249
04/16/2026 22:31:36 - INFO - utils.trainer -   Epoch: 12, Train loss: 2.03543, Test loss: 0.96249,Epoch time = 2.458s
04/16/2026 22:31:38 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/16/2026 22:31:39 - INFO - utils.trainer -   AUC: 0.57350
04/16/2026 22:31:39 - INFO - utils.trainer -   Accuracy: 0.24204
04/16/2026 22:31:39 - INFO - utils.trainer -   Precision: 0.06051
04/16/2026 22:31:39 - INFO - utils.trainer -   Recall: 0.25000
04/16/2026 22:31:39 - INFO - utils.trainer -   F_score: 0.09744
