04/14/2026 09:07:14 - INFO - __main__ -   ########## Repeat:0 ##########
04/14/2026 09:07:14 - INFO - utils.trainer -   ***** Running training *****
04/14/2026 09:07:14 - INFO - utils.trainer -     Num examples = 239
04/14/2026 09:07:14 - INFO - utils.trainer -     Num Epochs = 200
04/14/2026 09:07:14 - INFO - utils.trainer -     Total train batch size = 16
04/14/2026 09:07:14 - INFO - utils.trainer -     warmup steps = 400
04/14/2026 09:07:14 - INFO - utils.trainer -     Total optimization steps = 47800
04/14/2026 09:07:14 - INFO - utils.trainer -     Save steps = 200
04/14/2026 09:07:14 - INFO - root -   Parameters [normal] length [50]
04/14/2026 09:07:34 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:07:38 - INFO - utils.trainer -   AUC: 0.50651
04/14/2026 09:07:38 - INFO - utils.trainer -   Accuracy: 0.54512
04/14/2026 09:07:38 - INFO - utils.trainer -   Precision: 0.33333
04/14/2026 09:07:38 - INFO - utils.trainer -   Recall: 0.00926
04/14/2026 09:07:38 - INFO - utils.trainer -   F_score: 0.01802
04/14/2026 09:07:38 - INFO - utils.trainer -   Specificity: 0.98481
04/14/2026 09:07:38 - INFO - utils.trainer -   Sensitivity: 0.00926
04/14/2026 09:07:38 - INFO - utils.trainer -   Loss: 17020.70905
04/14/2026 09:07:38 - INFO - utils.trainer -   Epoch: 1, Train loss: 14364.80583, Test loss: 17020.70905,Epoch time = 19.211s
04/14/2026 09:08:15 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:08:20 - INFO - utils.trainer -   AUC: 0.50099
04/14/2026 09:08:20 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:08:20 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:08:20 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:08:20 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:08:20 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:08:20 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:08:20 - INFO - utils.trainer -   Loss: 277.91533
04/14/2026 09:08:20 - INFO - utils.trainer -   Epoch: 2, Train loss: 123.61504, Test loss: 277.91533,Epoch time = 36.392s
04/14/2026 09:08:58 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:09:03 - INFO - utils.trainer -   AUC: 0.50443
04/14/2026 09:09:03 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:09:03 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:09:03 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:09:03 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:09:03 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:09:03 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:09:03 - INFO - utils.trainer -   Loss: 133.81229
04/14/2026 09:09:03 - INFO - utils.trainer -   Epoch: 3, Train loss: 91.34252, Test loss: 133.81229,Epoch time = 38.116s
04/14/2026 09:09:40 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:09:45 - INFO - utils.trainer -   AUC: 0.50532
04/14/2026 09:09:45 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:09:45 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:09:45 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:09:45 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:09:45 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:09:45 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:09:45 - INFO - utils.trainer -   Loss: 178.00662
04/14/2026 09:09:45 - INFO - utils.trainer -   Epoch: 4, Train loss: 72.25353, Test loss: 178.00662,Epoch time = 36.570s
04/14/2026 09:10:22 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:10:27 - INFO - utils.trainer -   AUC: 0.48949
04/14/2026 09:10:27 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:10:27 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:10:27 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:10:27 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:10:27 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:10:27 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:10:27 - INFO - utils.trainer -   Loss: 192.20592
04/14/2026 09:10:27 - INFO - utils.trainer -   Epoch: 5, Train loss: 60.88242, Test loss: 192.20592,Epoch time = 36.976s
04/14/2026 09:11:03 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:11:08 - INFO - utils.trainer -   AUC: 0.51165
04/14/2026 09:11:08 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:11:08 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:11:08 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:11:08 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:11:08 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:11:08 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:11:08 - INFO - utils.trainer -   Loss: 110.21363
04/14/2026 09:11:08 - INFO - utils.trainer -   Epoch: 6, Train loss: 53.46374, Test loss: 110.21363,Epoch time = 35.511s
04/14/2026 09:11:45 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:11:51 - INFO - utils.trainer -   AUC: 0.51118
04/14/2026 09:11:51 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:11:51 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:11:51 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:11:51 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:11:51 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:11:51 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:11:51 - INFO - utils.trainer -   Loss: 89.23616
04/14/2026 09:11:51 - INFO - utils.trainer -   Epoch: 7, Train loss: 44.10288, Test loss: 89.23616,Epoch time = 37.494s
04/14/2026 09:12:28 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:12:33 - INFO - utils.trainer -   AUC: 0.51104
04/14/2026 09:12:33 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:12:33 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:12:33 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:12:33 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:12:33 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:12:33 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:12:33 - INFO - utils.trainer -   Loss: 74.15579
04/14/2026 09:12:33 - INFO - utils.trainer -   Epoch: 8, Train loss: 39.52286, Test loss: 74.15579,Epoch time = 37.088s
04/14/2026 09:13:10 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:13:16 - INFO - utils.trainer -   AUC: 0.50500
04/14/2026 09:13:16 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:13:16 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:13:16 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:13:16 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:13:16 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:13:16 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:13:16 - INFO - utils.trainer -   Loss: 49.06119
04/14/2026 09:13:16 - INFO - utils.trainer -   Epoch: 9, Train loss: 35.48156, Test loss: 49.06119,Epoch time = 37.211s
04/14/2026 09:13:54 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:13:59 - INFO - utils.trainer -   AUC: 0.49933
04/14/2026 09:13:59 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:13:59 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:13:59 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:13:59 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:13:59 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:13:59 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:13:59 - INFO - utils.trainer -   Loss: 31.56964
04/14/2026 09:13:59 - INFO - utils.trainer -   Epoch: 10, Train loss: 31.92378, Test loss: 31.56964,Epoch time = 38.318s
04/14/2026 09:14:37 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:14:42 - INFO - utils.trainer -   AUC: 0.49387
04/14/2026 09:14:42 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:14:42 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:14:42 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:14:42 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:14:42 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:14:42 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:14:42 - INFO - utils.trainer -   Loss: 62.75795
04/14/2026 09:14:42 - INFO - utils.trainer -   Epoch: 11, Train loss: 29.11925, Test loss: 62.75795,Epoch time = 37.324s
04/14/2026 09:15:21 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:15:27 - INFO - utils.trainer -   AUC: 0.49820
04/14/2026 09:15:27 - INFO - utils.trainer -   Accuracy: 0.54930
04/14/2026 09:15:27 - INFO - utils.trainer -   Precision: 0.00000
04/14/2026 09:15:27 - INFO - utils.trainer -   Recall: 0.00000
04/14/2026 09:15:27 - INFO - utils.trainer -   F_score: 0.00000
04/14/2026 09:15:27 - INFO - utils.trainer -   Specificity: 1.00000
04/14/2026 09:15:27 - INFO - utils.trainer -   Sensitivity: 0.00000
04/14/2026 09:15:27 - INFO - utils.trainer -   Loss: 58.18661
04/14/2026 09:15:27 - INFO - utils.trainer -   Epoch: 12, Train loss: 26.42876, Test loss: 58.18661,Epoch time = 39.391s
04/14/2026 09:16:04 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
04/14/2026 09:16:09 - INFO - utils.trainer -   AUC: 0.50225
04/14/2026 09:16:09 - INFO - utils.trainer -   Accuracy: 0.54721
04/14/2026 09:16:09 - INFO - utils.trainer -   Precision: 0.48864
